source,year,month,monthname,category,artikel,med_headline_woerter,avg_headline_woerter,med_beschreibung_woerter
ABC News (AU),2015,7,07-Jul,Welt,187,8.0,7.5,
ABC News (AU),2015,7,07-Jul,Wirtschaft,406,8.0,7.65,
ABC News (AU),2015,8,08-Aug,Gesellschaft,148,8.0,7.87,
ABC News (AU),2015,8,08-Aug,Gesundheit,139,8.0,8.08,
ABC News (AU),2015,8,08-Aug,Kriminalität,547,9.0,8.39,
ABC News (AU),2015,8,08-Aug,Politik,355,8.0,8.02,
ABC News (AU),2015,8,08-Aug,Sonstiges,4462,8.0,7.43,
ABC News (AU),2015,8,08-Aug,Sport,227,9.0,8.15,
ABC News (AU),2015,8,08-Aug,Umwelt,215,8.0,7.44,
ABC News (AU),2015,8,08-Aug,Welt,213,8.0,7.53,
ABC News (AU),2015,8,08-Aug,Wirtschaft,374,8.0,7.64,
ABC News (AU),2015,9,09-Sep,Gesellschaft,212,8.0,7.87,
ABC News (AU),2015,9,09-Sep,Gesundheit,171,8.0,7.94,
ABC News (AU),2015,9,09-Sep,Kriminalität,567,9.0,8.42,
ABC News (AU),2015,9,09-Sep,Politik,400,8.0,8.06,
ABC News (AU),2015,9,09-Sep,Sonstiges,4348,8.0,7.44,
ABC News (AU),2015,9,09-Sep,Sport,318,8.0,8.02,
ABC News (AU),2015,9,09-Sep,Umwelt,220,8.0,7.51,
ABC News (AU),2015,9,09-Sep,Welt,213,8.0,7.66,
ABC News (AU),2015,9,09-Sep,Wirtschaft,316,7.5,7.5,
ABC News (AU),2015,10,10-Oct,Gesellschaft,195,8.0,7.75,
ABC News (AU),2015,10,10-Oct,Gesundheit,222,8.0,7.87,
ABC News (AU),2015,10,10-Oct,Kriminalität,634,9.0,8.43,
ABC News (AU),2015,10,10-Oct,Politik,439,8.0,8.03,
ABC News (AU),2015,10,10-Oct,Sonstiges,4623,8.0,7.51,
ABC News (AU),2015,10,10-Oct,Sport,291,9.0,9.0,
ABC News (AU),2015,10,10-Oct,Umwelt,306,8.0,7.82,
ABC News (AU),2015,10,10-Oct,Welt,219,8.0,7.76,
ABC News (AU),2015,10,10-Oct,Wirtschaft,360,8.0,7.72,
ABC News (AU),2015,11,11-Nov,Gesellschaft,179,8.0,7.78,
ABC News (AU),2015,11,11-Nov,Gesundheit,142,8.0,7.87,
ABC News (AU),2015,11,11-Nov,Kriminalität,577,8.0,8.43,
ABC News (AU),2015,11,11-Nov,Politik,342,8.0,7.94,
ABC News (AU),2015,11,11-Nov,Sonstiges,4536,8.0,7.54,
ABC News (AU),2015,11,11-Nov,Sport,160,8.0,8.23,
ABC News (AU),2015,11,11-Nov,Umwelt,321,8.0,7.59,
ABC News (AU),2015,11,11-Nov,Welt,214,8.0,7.71,
ABC News (AU),2015,11,11-Nov,Wirtschaft,314,8.0,7.86,
ABC News (AU),2015,12,12-Dec,Gesellschaft,141,8.0,8.09,
ABC News (AU),2015,12,12-Dec,Gesundheit,121,8.0,8.08,
ABC News (AU),2015,12,12-Dec,Kriminalität,577,9.0,8.42,
ABC News (AU),2015,12,12-Dec,Politik,276,8.0,8.0,
ABC News (AU),2015,12,12-Dec,Sonstiges,4289,8.0,7.55,
ABC News (AU),2015,12,12-Dec,Sport,115,8.0,8.33,
ABC News (AU),2015,12,12-Dec,Umwelt,298,8.0,7.72,
ABC News (AU),2015,12,12-Dec,Welt,159,8.0,7.69,
ABC News (AU),2015,12,12-Dec,Wirtschaft,272,8.0,7.97,
ABC News (AU),2016,1,01-Jan,Gesellschaft,108,8.0,8.08,
ABC News (AU),2016,1,01-Jan,Gesundheit,111,8.0,8.13,
ABC News (AU),2016,1,01-Jan,Kriminalität,380,9.0,8.47,
ABC News (AU),2016,1,01-Jan,Politik,227,8.0,8.08,
ABC News (AU),2016,1,01-Jan,Sonstiges,3510,8.0,7.66,
ABC News (AU),2016,1,01-Jan,Sport,128,8.0,8.33,
ABC News (AU),2016,1,01-Jan,Umwelt,264,8.0,7.7,
ABC News (AU),2016,1,01-Jan,Welt,175,8.0,7.58,
ABC News (AU),2016,1,01-Jan,Wirtschaft,199,8.0,7.87,
ABC News (AU),2016,2,02-Feb,Gesellschaft,133,8.0,7.98,
ABC News (AU),2016,2,02-Feb,Gesundheit,178,8.0,8.28,
ABC News (AU),2016,2,02-Feb,Kriminalität,480,8.0,8.4,
ABC News (AU),2016,2,02-Feb,Politik,307,8.0,8.06,
ABC News (AU),2016,2,02-Feb,Sonstiges,3456,8.0,7.56,
ABC News (AU),2016,2,02-Feb,Sport,117,9.0,8.69,
ABC News (AU),2016,2,02-Feb,Umwelt,183,8.0,7.83,
ABC News (AU),2016,2,02-Feb,Welt,179,8.0,7.28,
ABC News (AU),2016,2,02-Feb,Wirtschaft,299,7.0,7.46,
ABC News (AU),2016,3,03-Mar,Gesellschaft,139,8.0,7.81,
ABC News (AU),2016,3,03-Mar,Gesundheit,153,8.0,7.88,
ABC News (AU),2016,3,03-Mar,Kriminalität,507,9.0,8.47,
ABC News (AU),2016,3,03-Mar,Politik,350,8.0,7.96,
ABC News (AU),2016,3,03-Mar,Sonstiges,3410,8.0,7.59,
ABC News (AU),2016,3,03-Mar,Sport,185,8.0,8.3,
ABC News (AU),2016,3,03-Mar,Umwelt,182,8.0,7.78,
ABC News (AU),2016,3,03-Mar,Welt,201,8.0,7.38,
ABC News (AU),2016,3,03-Mar,Wirtschaft,297,8.0,7.86,
ABC News (AU),2016,4,04-Apr,Gesellschaft,131,8.0,8.09,
ABC News (AU),2016,4,04-Apr,Gesundheit,169,8.0,7.89,
ABC News (AU),2016,4,04-Apr,Kriminalität,480,9.0,8.59,
ABC News (AU),2016,4,04-Apr,Politik,292,8.0,8.06,
ABC News (AU),2016,4,04-Apr,Sonstiges,3365,8.0,7.55,
ABC News (AU),2016,4,04-Apr,Sport,180,8.0,8.24,
ABC News (AU),2016,4,04-Apr,Umwelt,174,8.0,7.93,
ABC News (AU),2016,4,04-Apr,Welt,159,8.0,7.5,
ABC News (AU),2016,4,04-Apr,Wirtschaft,327,8.0,7.62,
ABC News (AU),2016,5,05-May,Gesellschaft,186,8.0,7.76,
ABC News (AU),2016,5,05-May,Gesundheit,139,8.0,7.99,
ABC News (AU),2016,5,05-May,Kriminalität,443,8.0,8.27,
ABC News (AU),2016,5,05-May,Politik,503,8.0,7.99,
ABC News (AU),2016,5,05-May,Sonstiges,3392,8.0,7.53,
ABC News (AU),2016,5,05-May,Sport,169,9.0,8.38,
ABC News (AU),2016,5,05-May,Umwelt,147,8.0,7.81,
ABC News (AU),2016,5,05-May,Welt,146,8.0,7.32,
ABC News (AU),2016,5,05-May,Wirtschaft,416,8.0,7.55,
ABC News (AU),2016,6,06-Jun,Gesellschaft,153,8.0,7.98,
ABC News (AU),2016,6,06-Jun,Gesundheit,127,8.0,7.94,
ABC News (AU),2016,6,06-Jun,Kriminalität,515,8.0,8.17,
ABC News (AU),2016,6,06-Jun,Politik,545,8.0,7.88,
ABC News (AU),2016,6,06-Jun,Sonstiges,3286,8.0,7.52,
ABC News (AU),2016,6,06-Jun,Sport,159,8.0,8.23,
ABC News (AU),2016,6,06-Jun,Umwelt,222,8.0,7.71,
ABC News (AU),2016,6,06-Jun,Welt,131,8.0,7.31,
ABC News (AU),2016,6,06-Jun,Wirtschaft,281,8.0,7.5,
ABC News (AU),2016,7,07-Jul,Gesellschaft,183,8.0,8.0,
ABC News (AU),2016,7,07-Jul,Gesundheit,129,9.0,8.15,
ABC News (AU),2016,7,07-Jul,Kriminalität,511,9.0,8.4,
ABC News (AU),2016,7,07-Jul,Politik,510,8.0,8.1,
ABC News (AU),2016,7,07-Jul,Sonstiges,3119,8.0,7.6,
ABC News (AU),2016,7,07-Jul,Sport,181,9.0,8.6,
ABC News (AU),2016,7,07-Jul,Umwelt,177,8.0,7.94,
ABC News (AU),2016,7,07-Jul,Welt,169,8.0,7.43,
ABC News (AU),2016,7,07-Jul,Wirtschaft,254,8.0,7.59,
ABC News (AU),2016,8,08-Aug,Gesellschaft,158,8.0,8.06,
ABC News (AU),2016,8,08-Aug,Gesundheit,139,8.0,8.06,
ABC News (AU),2016,8,08-Aug,Kriminalität,552,8.0,8.43,
ABC News (AU),2016,8,08-Aug,Politik,321,8.0,8.14,
ABC News (AU),2016,8,08-Aug,Sonstiges,3424,8.0,7.6,
ABC News (AU),2016,8,08-Aug,Sport,255,8.0,8.28,
ABC News (AU),2016,8,08-Aug,Umwelt,167,8.0,7.68,
ABC News (AU),2016,8,08-Aug,Welt,177,8.0,7.55,
ABC News (AU),2016,8,08-Aug,Wirtschaft,300,7.0,7.42,
ABC News (AU),2016,9,09-Sep,Gesellschaft,154,8.0,7.9,
ABC News (AU),2016,9,09-Sep,Gesundheit,128,8.0,7.91,
ABC News (AU),2016,9,09-Sep,Kriminalität,465,9.0,8.45,
ABC News (AU),2016,9,09-Sep,Politik,302,8.0,7.94,
ABC News (AU),2016,9,09-Sep,Sonstiges,3191,8.0,7.55,
ABC News (AU),2016,9,09-Sep,Sport,162,9.0,8.48,
ABC News (AU),2016,9,09-Sep,Umwelt,244,8.0,7.84,
ABC News (AU),2016,9,09-Sep,Welt,181,8.0,7.54,
ABC News (AU),2016,9,09-Sep,Wirtschaft,258,7.0,7.45,
ABC News (AU),2016,10,10-Oct,Gesellschaft,148,8.0,7.78,
ABC News (AU),2016,10,10-Oct,Gesundheit,109,8.0,8.01,
ABC News (AU),2016,10,10-Oct,Kriminalität,381,9.0,8.52,
ABC News (AU),2016,10,10-Oct,Politik,307,8.0,8.13,
ABC News (AU),2016,10,10-Oct,Sonstiges,3078,8.0,7.61,
ABC News (AU),2016,10,10-Oct,Sport,110,9.0,8.65,
ABC News (AU),2016,10,10-Oct,Umwelt,199,8.0,8.04,
ABC News (AU),2016,10,10-Oct,Welt,179,8.0,7.65,
ABC News (AU),2016,10,10-Oct,Wirtschaft,284,8.0,7.89,
ABC News (AU),2016,11,11-Nov,Gesellschaft,148,8.0,7.67,
ABC News (AU),2016,11,11-Nov,Gesundheit,123,8.0,7.93,
ABC News (AU),2016,11,11-Nov,Kriminalität,454,9.0,8.51,
ABC News (AU),2016,11,11-Nov,Politik,419,8.0,8.13,
ABC News (AU),2016,11,11-Nov,Sonstiges,3047,8.0,7.63,
ABC News (AU),2016,11,11-Nov,Sport,109,9.0,8.63,
ABC News (AU),2016,11,11-Nov,Umwelt,142,8.0,7.7,
ABC News (AU),2016,11,11-Nov,Welt,182,8.0,7.56,
ABC News (AU),2016,11,11-Nov,Wirtschaft,268,8.0,7.86,
ABC News (AU),2016,12,12-Dec,Gesellschaft,110,8.0,7.99,
ABC News (AU),2016,12,12-Dec,Gesundheit,119,8.0,8.06,
ABC News (AU),2016,12,12-Dec,Kriminalität,388,9.0,8.5,
ABC News (AU),2016,12,12-Dec,Politik,227,8.0,8.2,
ABC News (AU),2016,12,12-Dec,Sonstiges,2585,8.0,7.79,
ABC News (AU),2016,12,12-Dec,Sport,73,9.0,8.47,
ABC News (AU),2016,12,12-Dec,Umwelt,165,8.0,8.02,
ABC News (AU),2016,12,12-Dec,Welt,135,8.0,7.75,
ABC News (AU),2016,12,12-Dec,Wirtschaft,179,8.0,7.97,
ABC News (AU),2017,1,01-Jan,Gesellschaft,117,8.0,7.73,
ABC News (AU),2017,1,01-Jan,Gesundheit,83,8.0,8.1,
ABC News (AU),2017,1,01-Jan,Kriminalität,317,9.0,8.54,
ABC News (AU),2017,1,01-Jan,Politik,222,8.0,8.18,
ABC News (AU),2017,1,01-Jan,Sonstiges,2424,8.0,7.86,
ABC News (AU),2017,1,01-Jan,Sport,87,8.0,8.25,
ABC News (AU),2017,1,01-Jan,Umwelt,140,8.0,7.94,
ABC News (AU),2017,1,01-Jan,Welt,146,8.0,7.48,
ABC News (AU),2017,1,01-Jan,Wirtschaft,154,8.0,7.9,
ABC News (AU),2017,2,02-Feb,Gesellschaft,140,8.0,7.95,
ABC News (AU),2017,2,02-Feb,Gesundheit,106,8.0,8.12,
ABC News (AU),2017,2,02-Feb,Kriminalität,315,9.0,8.66,
ABC News (AU),2017,2,02-Feb,Politik,262,8.0,8.29,
ABC News (AU),2017,2,02-Feb,Sonstiges,2444,8.0,7.68,
ABC News (AU),2017,2,02-Feb,Sport,94,9.0,8.34,
ABC News (AU),2017,2,02-Feb,Umwelt,145,8.0,7.62,
ABC News (AU),2017,2,02-Feb,Welt,165,8.0,7.78,
ABC News (AU),2017,2,02-Feb,Wirtschaft,185,8.0,7.68,
ABC News (AU),2017,3,03-Mar,Gesellschaft,103,8.0,8.01,
ABC News (AU),2017,3,03-Mar,Gesundheit,136,8.0,8.07,
ABC News (AU),2017,3,03-Mar,Kriminalität,343,8.0,8.4,
ABC News (AU),2017,3,03-Mar,Politik,323,8.0,8.37,
ABC News (AU),2017,3,03-Mar,Sonstiges,2963,8.0,7.75,
ABC News (AU),2017,3,03-Mar,Sport,147,8.0,8.11,
ABC News (AU),2017,3,03-Mar,Umwelt,163,8.0,7.93,
ABC News (AU),2017,3,03-Mar,Welt,184,8.0,7.61,
ABC News (AU),2017,3,03-Mar,Wirtschaft,225,8.0,7.73,
ABC News (AU),2017,4,04-Apr,Gesellschaft,94,8.0,7.77,
ABC News (AU),2017,4,04-Apr,Gesundheit,107,8.0,7.99,
ABC News (AU),2017,4,04-Apr,Kriminalität,297,9.0,8.57,
ABC News (AU),2017,4,04-Apr,Politik,180,8.0,7.89,
ABC News (AU),2017,4,04-Apr,Sonstiges,2227,8.0,7.81,
ABC News (AU),2017,4,04-Apr,Sport,113,8.0,7.88,
ABC News (AU),2017,4,04-Apr,Umwelt,153,8.0,8.02,
ABC News (AU),2017,4,04-Apr,Welt,157,8.0,7.95,
ABC News (AU),2017,4,04-Apr,Wirtschaft,189,8.0,7.94,
ABC News (AU),2017,5,05-May,Gesellschaft,116,8.0,8.11,
ABC News (AU),2017,5,05-May,Gesundheit,103,8.0,7.97,
ABC News (AU),2017,5,05-May,Kriminalität,344,8.0,8.33,
ABC News (AU),2017,5,05-May,Politik,232,8.0,7.98,
ABC News (AU),2017,5,05-May,Sonstiges,2609,8.0,7.75,
ABC News (AU),2017,5,05-May,Sport,137,8.0,8.43,
ABC News (AU),2017,5,05-May,Umwelt,102,8.0,8.25,
ABC News (AU),2017,5,05-May,Welt,178,8.0,7.84,
ABC News (AU),2017,5,05-May,Wirtschaft,366,8.0,7.77,
ABC News (AU),2017,6,06-Jun,Gesellschaft,100,8.0,8.01,
ABC News (AU),2017,6,06-Jun,Gesundheit,88,8.0,7.95,
ABC News (AU),2017,6,06-Jun,Kriminalität,349,8.0,8.34,
ABC News (AU),2017,6,06-Jun,Politik,234,8.0,8.03,
ABC News (AU),2017,6,06-Jun,Sonstiges,2547,8.0,7.69,
ABC News (AU),2017,6,06-Jun,Sport,122,8.0,8.03,
ABC News (AU),2017,6,06-Jun,Umwelt,124,8.0,8.05,
ABC News (AU),2017,6,06-Jun,Welt,113,8.0,7.27,
ABC News (AU),2017,6,06-Jun,Wirtschaft,241,8.0,7.57,
ABC News (AU),2017,7,07-Jul,Gesellschaft,130,8.0,7.89,
ABC News (AU),2017,7,07-Jul,Gesundheit,106,8.0,7.92,
ABC News (AU),2017,7,07-Jul,Kriminalität,351,8.0,8.34,
ABC News (AU),2017,7,07-Jul,Politik,217,8.0,8.07,
ABC News (AU),2017,7,07-Jul,Sonstiges,2766,8.0,7.71,
ABC News (AU),2017,7,07-Jul,Sport,150,8.0,8.49,
ABC News (AU),2017,7,07-Jul,Umwelt,85,8.0,7.96,
ABC News (AU),2017,7,07-Jul,Welt,120,8.0,8.38,
ABC News (AU),2017,7,07-Jul,Wirtschaft,200,8.0,7.28,
ABC News (AU),2017,8,08-Aug,Gesellschaft,122,8.0,8.03,
ABC News (AU),2017,8,08-Aug,Gesundheit,121,8.0,8.0,
ABC News (AU),2017,8,08-Aug,Kriminalität,375,8.0,8.24,
ABC News (AU),2017,8,08-Aug,Politik,231,8.0,8.02,
ABC News (AU),2017,8,08-Aug,Sonstiges,2912,8.0,7.68,
ABC News (AU),2017,8,08-Aug,Sport,156,8.0,8.13,
ABC News (AU),2017,8,08-Aug,Umwelt,118,8.0,7.81,
ABC News (AU),2017,8,08-Aug,Welt,138,9.0,8.42,
ABC News (AU),2017,8,08-Aug,Wirtschaft,196,7.0,7.37,
ABC News (AU),2017,9,09-Sep,Gesellschaft,109,8.0,7.91,
ABC News (AU),2017,9,09-Sep,Gesundheit,101,8.0,8.18,
ABC News (AU),2017,9,09-Sep,Kriminalität,282,8.0,8.07,
ABC News (AU),2017,9,09-Sep,Politik,253,8.0,7.98,
ABC News (AU),2017,9,09-Sep,Sonstiges,2710,8.0,7.7,
ABC News (AU),2017,9,09-Sep,Sport,171,9.0,8.51,
ABC News (AU),2017,9,09-Sep,Umwelt,127,8.0,8.12,
ABC News (AU),2017,9,09-Sep,Welt,147,9.0,8.43,
ABC News (AU),2017,9,09-Sep,Wirtschaft,180,8.0,7.66,
ABC News (AU),2017,10,10-Oct,Gesellschaft,116,8.0,7.66,
ABC News (AU),2017,10,10-Oct,Gesundheit,91,8.0,8.23,
ABC News (AU),2017,10,10-Oct,Kriminalität,409,8.0,8.43,
ABC News (AU),2017,10,10-Oct,Politik,261,8.0,8.09,
ABC News (AU),2017,10,10-Oct,Sonstiges,2688,8.0,7.65,
ABC News (AU),2017,10,10-Oct,Sport,80,9.0,8.52,
ABC News (AU),2017,10,10-Oct,Umwelt,90,8.0,7.8,
ABC News (AU),2017,10,10-Oct,Welt,123,8.0,8.33,
ABC News (AU),2017,10,10-Oct,Wirtschaft,195,8.0,7.66,
ABC News (AU),2017,11,11-Nov,Gesellschaft,128,8.0,8.24,
ABC News (AU),2017,11,11-Nov,Gesundheit,77,8.0,8.05,
ABC News (AU),2017,11,11-Nov,Kriminalität,328,9.0,8.46,
ABC News (AU),2017,11,11-Nov,Politik,339,8.0,7.93,
ABC News (AU),2017,11,11-Nov,Sonstiges,2572,8.0,7.74,
ABC News (AU),2017,11,11-Nov,Sport,92,9.0,8.84,
ABC News (AU),2017,11,11-Nov,Umwelt,82,8.0,7.96,
ABC News (AU),2017,11,11-Nov,Welt,106,9.0,8.35,
ABC News (AU),2017,11,11-Nov,Wirtschaft,197,8.0,7.68,
ABC News (AU),2017,12,12-Dec,Gesellschaft,95,8.0,7.85,
ABC News (AU),2017,12,12-Dec,Gesundheit,78,8.0,8.13,
ABC News (AU),2017,12,12-Dec,Kriminalität,308,8.0,8.23,
ABC News (AU),2017,12,12-Dec,Politik,171,8.0,8.12,
ABC News (AU),2017,12,12-Dec,Sonstiges,2185,8.0,7.75,
ABC News (AU),2017,12,12-Dec,Sport,57,8.0,8.25,
ABC News (AU),2017,12,12-Dec,Umwelt,85,8.0,7.4,
ABC News (AU),2017,12,12-Dec,Welt,103,8.0,8.13,
ABC News (AU),2017,12,12-Dec,Wirtschaft,126,8.0,8.0,
ABC News (AU),2018,1,01-Jan,Gesellschaft,72,8.0,8.08,
ABC News (AU),2018,1,01-Jan,Gesundheit,64,8.0,8.34,
ABC News (AU),2018,1,01-Jan,Kriminalität,246,8.0,8.09,
ABC News (AU),2018,1,01-Jan,Politik,156,8.0,8.03,
ABC News (AU),2018,1,01-Jan,Sonstiges,2106,8.0,7.91,
ABC News (AU),2018,1,01-Jan,Sport,58,8.0,8.12,
ABC News (AU),2018,1,01-Jan,Umwelt,110,8.0,7.76,
ABC News (AU),2018,1,01-Jan,Welt,87,8.0,8.13,
ABC News (AU),2018,1,01-Jan,Wirtschaft,115,8.0,7.89,
ABC News (AU),2018,2,02-Feb,Gesellschaft,75,8.0,8.24,
ABC News (AU),2018,2,02-Feb,Gesundheit,69,8.0,8.07,
ABC News (AU),2018,2,02-Feb,Kriminalität,339,8.0,8.33,
ABC News (AU),2018,2,02-Feb,Politik,247,8.0,7.85,
ABC News (AU),2018,2,02-Feb,Sonstiges,2197,8.0,7.73,
ABC News (AU),2018,2,02-Feb,Sport,105,9.0,8.59,
ABC News (AU),2018,2,02-Feb,Umwelt,97,8.0,7.84,
ABC News (AU),2018,2,02-Feb,Welt,114,8.0,8.31,
ABC News (AU),2018,2,02-Feb,Wirtschaft,173,8.0,7.5,
ABC News (AU),2018,3,03-Mar,Gesellschaft,98,8.0,8.1,
ABC News (AU),2018,3,03-Mar,Gesundheit,82,8.0,8.12,
ABC News (AU),2018,3,03-Mar,Kriminalität,294,9.0,8.36,
ABC News (AU),2018,3,03-Mar,Politik,272,8.0,7.95,
ABC News (AU),2018,3,03-Mar,Sonstiges,2452,8.0,7.73,
ABC News (AU),2018,3,03-Mar,Sport,146,8.0,7.4,
ABC News (AU),2018,3,03-Mar,Umwelt,166,8.0,7.66,
ABC News (AU),2018,3,03-Mar,Welt,110,8.0,8.17,
ABC News (AU),2018,3,03-Mar,Wirtschaft,228,8.0,7.56,
ABC News (AU),2018,4,04-Apr,Gesellschaft,93,8.0,7.76,
ABC News (AU),2018,4,04-Apr,Gesundheit,74,8.0,7.88,
ABC News (AU),2018,4,04-Apr,Kriminalität,272,8.0,8.28,
ABC News (AU),2018,4,04-Apr,Politik,129,8.0,8.21,
ABC News (AU),2018,4,04-Apr,Sonstiges,2356,8.0,7.7,
ABC News (AU),2018,4,04-Apr,Sport,86,8.0,7.73,
ABC News (AU),2018,4,04-Apr,Umwelt,94,8.0,7.76,
ABC News (AU),2018,4,04-Apr,Welt,120,8.0,8.03,
ABC News (AU),2018,4,04-Apr,Wirtschaft,208,8.0,7.41,
ABC News (AU),2018,5,05-May,Gesellschaft,85,8.0,8.22,
ABC News (AU),2018,5,05-May,Gesundheit,77,8.0,8.31,
ABC News (AU),2018,5,05-May,Kriminalität,345,8.0,8.18,
ABC News (AU),2018,5,05-May,Politik,217,8.0,8.22,
ABC News (AU),2018,5,05-May,Sonstiges,2271,8.0,7.75,
ABC News (AU),2018,5,05-May,Sport,109,8.0,8.0,
ABC News (AU),2018,5,05-May,Umwelt,112,8.0,7.85,
ABC News (AU),2018,5,05-May,Welt,114,8.0,8.12,
ABC News (AU),2018,5,05-May,Wirtschaft,289,8.0,7.56,
ABC News (AU),2018,6,06-Jun,Gesellschaft,91,8.0,8.09,
ABC News (AU),2018,6,06-Jun,Gesundheit,64,8.0,8.11,
ABC News (AU),2018,6,06-Jun,Kriminalität,286,8.0,8.25,
ABC News (AU),2018,6,06-Jun,Politik,169,8.0,8.17,
ABC News (AU),2018,6,06-Jun,Sonstiges,2248,8.0,7.8,
ABC News (AU),2018,6,06-Jun,Sport,236,8.0,8.18,
ABC News (AU),2018,6,06-Jun,Umwelt,77,9.0,8.57,
ABC News (AU),2018,6,06-Jun,Welt,126,9.0,8.61,
ABC News (AU),2018,6,06-Jun,Wirtschaft,247,8.0,7.75,
ABC News (AU),2018,7,07-Jul,Gesellschaft,101,8.0,7.92,
ABC News (AU),2018,7,07-Jul,Gesundheit,130,8.0,8.19,
ABC News (AU),2018,7,07-Jul,Kriminalität,360,8.0,8.32,
ABC News (AU),2018,7,07-Jul,Politik,170,8.0,8.06,
ABC News (AU),2018,7,07-Jul,Sonstiges,2205,8.0,7.64,
ABC News (AU),2018,7,07-Jul,Sport,189,8.0,8.54,
ABC News (AU),2018,7,07-Jul,Umwelt,85,8.0,7.88,
ABC News (AU),2018,7,07-Jul,Welt,86,8.0,8.19,
ABC News (AU),2018,7,07-Jul,Wirtschaft,171,7.0,7.6,
ABC News (AU),2018,8,08-Aug,Gesellschaft,84,8.0,7.73,
ABC News (AU),2018,8,08-Aug,Gesundheit,80,8.0,7.91,
ABC News (AU),2018,8,08-Aug,Kriminalität,286,8.0,8.23,
ABC News (AU),2018,8,08-Aug,Politik,203,8.0,8.06,
ABC News (AU),2018,8,08-Aug,Sonstiges,2222,8.0,7.43,
ABC News (AU),2018,8,08-Aug,Sport,105,8.0,8.0,
ABC News (AU),2018,8,08-Aug,Umwelt,163,8.0,7.79,
ABC News (AU),2018,8,08-Aug,Welt,80,8.0,7.8,
ABC News (AU),2018,8,08-Aug,Wirtschaft,165,7.0,7.53,
ABC News (AU),2018,9,09-Sep,Gesellschaft,85,7.0,7.38,
ABC News (AU),2018,9,09-Sep,Gesundheit,83,8.0,7.72,
ABC News (AU),2018,9,09-Sep,Kriminalität,270,8.0,8.3,
ABC News (AU),2018,9,09-Sep,Politik,163,8.0,8.12,
ABC News (AU),2018,9,09-Sep,Sonstiges,1971,8.0,7.45,
ABC News (AU),2018,9,09-Sep,Sport,106,9.0,8.69,
ABC News (AU),2018,9,09-Sep,Umwelt,102,8.0,7.83,
ABC News (AU),2018,9,09-Sep,Welt,72,8.0,8.35,
ABC News (AU),2018,9,09-Sep,Wirtschaft,154,7.0,7.27,
ABC News (AU),2018,10,10-Oct,Gesellschaft,95,8.0,7.68,
ABC News (AU),2018,10,10-Oct,Gesundheit,105,8.0,7.82,
ABC News (AU),2018,10,10-Oct,Kriminalität,260,8.0,8.08,
ABC News (AU),2018,10,10-Oct,Politik,208,8.0,7.92,
ABC News (AU),2018,10,10-Oct,Sonstiges,2141,8.0,7.49,
ABC News (AU),2018,10,10-Oct,Sport,84,8.0,8.25,
ABC News (AU),2018,10,10-Oct,Umwelt,107,8.0,7.79,
ABC News (AU),2018,10,10-Oct,Welt,98,8.0,7.85,
ABC News (AU),2018,10,10-Oct,Wirtschaft,175,7.0,7.35,
ABC News (AU),2018,11,11-Nov,Gesellschaft,91,8.0,7.77,
ABC News (AU),2018,11,11-Nov,Gesundheit,82,8.0,7.78,
ABC News (AU),2018,11,11-Nov,Kriminalität,327,8.0,8.25,
ABC News (AU),2018,11,11-Nov,Politik,227,8.0,7.8,
ABC News (AU),2018,11,11-Nov,Sonstiges,2156,8.0,7.58,
ABC News (AU),2018,11,11-Nov,Sport,67,9.0,8.48,
ABC News (AU),2018,11,11-Nov,Umwelt,141,8.0,7.56,
ABC News (AU),2018,11,11-Nov,Welt,103,8.0,8.17,
ABC News (AU),2018,11,11-Nov,Wirtschaft,169,8.0,7.72,
ABC News (AU),2018,12,12-Dec,Gesellschaft,93,8.0,8.33,
ABC News (AU),2018,12,12-Dec,Gesundheit,58,8.0,7.67,
ABC News (AU),2018,12,12-Dec,Kriminalität,283,8.0,8.3,
ABC News (AU),2018,12,12-Dec,Politik,165,8.0,8.1,
ABC News (AU),2018,12,12-Dec,Sonstiges,1750,8.0,7.65,
ABC News (AU),2018,12,12-Dec,Sport,34,9.0,8.41,
ABC News (AU),2018,12,12-Dec,Umwelt,124,8.0,7.52,
ABC News (AU),2018,12,12-Dec,Welt,71,8.0,8.31,
ABC News (AU),2018,12,12-Dec,Wirtschaft,124,8.0,7.84,
ABC News (AU),2019,1,01-Jan,Gesellschaft,72,8.0,7.93,
ABC News (AU),2019,1,01-Jan,Gesundheit,55,8.0,8.11,
ABC News (AU),2019,1,01-Jan,Kriminalität,222,8.0,8.23,
ABC News (AU),2019,1,01-Jan,Politik,171,8.0,7.89,
ABC News (AU),2019,1,01-Jan,Sonstiges,1791,8.0,7.87,
ABC News (AU),2019,1,01-Jan,Sport,43,8.0,8.3,
ABC News (AU),2019,1,01-Jan,Umwelt,103,8.0,7.6,
ABC News (AU),2019,1,01-Jan,Welt,49,8.0,7.59,
ABC News (AU),2019,1,01-Jan,Wirtschaft,101,8.0,8.19,
ABC News (AU),2019,2,02-Feb,Gesellschaft,71,8.0,7.8,
ABC News (AU),2019,2,02-Feb,Gesundheit,68,8.0,7.94,
ABC News (AU),2019,2,02-Feb,Kriminalität,289,8.0,8.33,
ABC News (AU),2019,2,02-Feb,Politik,180,8.0,7.79,
ABC News (AU),2019,2,02-Feb,Sonstiges,1749,8.0,7.56,
ABC News (AU),2019,2,02-Feb,Sport,55,8.0,8.49,
